Id,SalePrice
1461,124217.359375
1462,170636.53125
1463,187201.75
1464,193239.59375
1465,174750.1875
1466,170420.09375
1467,179251.625
1468,167435.90625
1469,189179.75
1470,128180.1328125
1471,178358.734375
1472,102484.8203125
1473,107098.84375
1474,139146.375
1475,109642.90625
1476,401465.53125
1477,242325.109375
1478,261768.03125
1479,258801.1875
1480,525189.375
1481,320094.40625
1482,198927.359375
1483,178862.359375
1484,162402.4375
1485,179145.96875
1486,190112.8125
1487,332530.6875
1488,231131.90625
1489,196815.46875
1490,235412.0625
1491,194604.625
1492,90277.9375
1493,177812.5
1494,269497.53125
1495,269236.28125
1496,240581.703125
1497,186551.96875
1498,177507.578125
1499,169634.328125
1500,167948.8125
1501,186069.28125
1502,151612.125
1503,302656.78125
1504,239164.125
1505,227926.65625
1506,182365.125
1507,259034.875
1508,198549.625
1509,163507.96875
1510,149541.59375
1511,148287.046875
1512,163876.15625
1513,140366.5
1514,156363.484375
1515,196346.15625
1516,145589.3125
1517,165978.3125
1518,120663.875
1519,223304.3125
1520,128788.640625
1521,135937.15625
1522,160845.21875
1523,121773.8515625
1524,121916.0546875
1525,117844.5
1526,106943.4375
1527,105132.7265625
1528,132043.328125
1529,149208.96875
1530,181936.6875
1531,106314.75
1532,88091.3359375
1533,153887.25
1534,120852.34375
1535,142399.015625
1536,102072.453125
1537,52174.55859375
1538,155410.0
1539,196678.5
1540,100170.40625
1541,136100.5625
1542,137749.09375
1543,213311.875
1544,77895.78125
1545,112930.515625
1546,130797.015625
1547,129079.359375
1548,133715.421875
1549,112620.25
1550,124665.2109375
1551,104940.375
1552,147472.03125
1553,137732.71875
1554,123121.96875
1555,162145.328125
1556,84501.7890625
1557,105024.34375
1558,109714.7109375
1559,68488.96875
1560,120097.3671875
1561,136927.640625
1562,129491.171875
1563,120300.7734375
1564,152323.96875
1565,146592.109375
1566,242637.15625
1567,82575.125
1568,219345.25
1569,135078.140625
1570,130953.2109375
1571,116625.28125
1572,139174.734375
1573,247267.390625
1574,116373.53125
1575,228893.9375
1576,244005.40625
1577,186888.75
1578,147923.125
1579,143622.171875
1580,187795.1875
1581,146823.46875
1582,131630.640625
1583,288355.15625
1584,210828.53125
1585,138066.71875
1586,70762.6328125
1587,104465.890625
1588,148849.21875
1589,91333.046875
1590,135278.953125
1591,90416.265625
1592,113626.90625
1593,127519.015625
1594,130225.8671875
1595,100709.015625
1596,213274.46875
1597,188075.4375
1598,204242.609375
1599,167179.84375
1600,147458.171875
1601,66856.4296875
1602,114361.0078125
1603,78449.6796875
1604,278908.09375
1605,238150.6875
1606,161814.8125
1607,166576.9375
1608,207447.0625
1609,175637.78125
1610,161559.46875
1611,137874.40625
1612,176220.296875
1613,172496.9375
1614,107478.921875
1615,87712.890625
1616,77968.203125
1617,95734.7109375
1618,130581.5625
1619,161462.015625
1620,168105.828125
1621,145080.328125
1622,149278.734375
1623,265174.21875
1624,213908.125
1625,116240.4765625
1626,166169.515625
1627,186280.46875
1628,286201.78125
1629,174141.953125
1630,406006.71875
1631,207425.9375
1632,233692.03125
1633,169904.65625
1634,185719.171875
1635,173902.71875
1636,156211.53125
1637,186223.859375
1638,177819.46875
1639,184262.15625
1640,234906.703125
1641,174361.5625
1642,227542.78125
1643,216164.625
1644,229031.28125
1645,195548.59375
1646,156692.90625
1647,154463.46875
1648,130109.328125
1649,147862.15625
1650,125865.640625
1651,122591.9921875
1652,104705.78125
1653,107861.46875
1654,140517.15625
1655,128452.78125
1656,141591.203125
1657,142355.0
1658,142091.953125
1659,117472.0078125
1660,152484.796875
1661,433237.46875
1662,400924.09375
1663,340940.71875
1664,552199.8125
1665,283828.59375
1666,326869.0
1667,369656.28125
1668,312414.34375
1669,288527.53125
1670,313743.0
1671,256952.1875
1672,435602.21875
1673,289212.59375
1674,242987.84375
1675,189183.46875
1676,196685.109375
1677,211909.4375
1678,575270.0625
1679,412130.03125
1680,333686.59375
1681,224889.25
1682,308097.8125
1683,184675.953125
1684,168554.34375
1685,170902.609375
1686,163775.96875
1687,166194.875
1688,186956.90625
1689,187871.875
1690,191551.578125
1691,183085.1875
1692,248200.8125
1693,163351.546875
1694,185050.53125
1695,169777.28125
1696,257789.4375
1697,169179.4375
1698,331451.28125
1699,291757.03125
1700,251582.0625
1701,255358.34375
1702,238607.78125
1703,226711.109375
1704,271637.4375
1705,228000.859375
1706,451151.8125
1707,208021.609375
1708,204281.125
1709,262954.40625
1710,223830.59375
1711,263043.3125
1712,255081.90625
1713,270315.96875
1714,222418.15625
1715,213309.875
1716,179318.34375
1717,170526.875
1718,131587.953125
1719,210948.09375
1720,226410.34375
1721,157113.5
1722,123505.625
1723,163950.25
1724,205829.78125
1725,235466.234375
1726,173951.5625
1727,148509.8125
1728,180738.40625
1729,171330.25
1730,149427.40625
1731,121072.96875
1732,134537.8125
1733,114348.4921875
1734,113985.21875
1735,121417.640625
1736,115278.5234375
1737,339917.46875
1738,233488.140625
1739,279008.46875
1740,229645.203125
1741,189594.375
1742,181270.125
1743,176095.234375
1744,346911.65625
1745,211322.0625
1746,187086.21875
1747,206552.390625
1748,223429.40625
1749,147797.03125
1750,126970.5078125
1751,223285.125
1752,117567.0234375
1753,146665.640625
1754,181137.484375
1755,167340.234375
1756,134632.15625
1757,124990.71875
1758,150302.1875
1759,151039.9375
1760,163832.40625
1761,137058.703125
1762,179182.5625
1763,164320.40625
1764,120715.4140625
1765,165603.65625
1766,177585.90625
1767,231321.9375
1768,142312.984375
1769,166949.75
1770,148613.828125
1771,113490.515625
1772,128918.734375
1773,125145.5078125
1774,129810.328125
1775,137480.875
1776,132148.09375
1777,108428.421875
1778,131700.734375
1779,119575.5546875
1780,158996.359375
1781,123628.875
1782,98362.34375
1783,139609.71875
1784,121687.765625
1785,116561.90625
1786,152104.015625
1787,160236.671875
1788,63848.9453125
1789,98526.25
1790,85507.4453125
1791,174511.421875
1792,153984.28125
1793,115996.609375
1794,142575.71875
1795,135894.09375
1796,115283.4375
1797,118398.046875
1798,120435.5
1799,111306.5859375
1800,132255.40625
1801,129097.515625
1802,127420.03125
1803,155375.328125
1804,136659.09375
1805,133578.921875
1806,124292.203125
1807,138973.328125
1808,114003.546875
1809,125948.453125
1810,134841.828125
1811,93007.734375
1812,97638.8671875
1813,127200.640625
1814,90446.796875
1815,67497.703125
1816,99920.46875
1817,98151.921875
1818,154802.5
1819,131113.15625
1820,59420.765625
1821,105903.5703125
1822,142013.71875
1823,49867.84375
1824,127140.65625
1825,147844.75
1826,106688.6875
1827,98791.4609375
1828,135439.78125
1829,112374.828125
1830,139990.65625
1831,145970.09375
1832,85069.8515625
1833,145931.734375
1834,123914.109375
1835,107941.375
1836,121992.3125
1837,70708.8984375
1838,140117.40625
1839,107692.8125
1840,165255.1875
1841,150851.25
1842,100056.25
1843,130582.6875
1844,140121.46875
1845,143630.625
1846,151197.09375
1847,173155.421875
1848,58596.609375
1849,103874.9609375
1850,114592.140625
1851,153759.84375
1852,119356.6171875
1853,129798.53125
1854,164294.40625
1855,151575.90625
1856,216809.765625
1857,140657.265625
1858,132392.03125
1859,108109.609375
1860,144886.40625
1861,109760.40625
1862,292887.25
1863,279854.59375
1864,279878.53125
1865,347656.25
1866,314043.96875
1867,220183.84375
1868,279787.1875
1869,204395.765625
1870,228113.625
1871,238454.0625
1872,169071.6875
1873,248527.1875
1874,150101.40625
1875,193031.59375
1876,201131.515625
1877,216779.6875
1878,184747.25
1879,131362.203125
1880,133094.75
1881,253939.375
1882,237704.28125
1883,188690.34375
1884,202413.6875
1885,225291.75
1886,273556.09375
1887,201741.640625
1888,256677.15625
1889,168477.0625
1890,119335.0859375
1891,130392.546875
1892,98832.421875
1893,129855.484375
1894,131612.609375
1895,128563.453125
1896,128408.953125
1897,114567.953125
1898,115697.90625
1899,176754.953125
1900,154925.703125
1901,175496.40625
1902,142991.90625
1903,204521.265625
1904,133819.578125
1905,192187.703125
1906,160714.140625
1907,204609.4375
1908,110006.828125
1909,132218.59375
1910,123676.9921875
1911,206124.828125
1912,323332.59375
1913,135483.875
1914,70641.703125
1915,364795.03125
1916,48105.0390625
1917,225412.75
1918,143524.09375
1919,163309.9375
1920,157615.09375
1921,414852.84375
1922,307768.4375
1923,225414.46875
1924,206232.21875
1925,192845.03125
1926,398261.8125
1927,134103.21875
1928,156520.28125
1929,124841.859375
1930,135005.375
1931,139817.171875
1932,145287.25
1933,193079.125
1934,178208.84375
1935,172304.96875
1936,194704.03125
1937,177624.359375
1938,172088.40625
1939,234097.890625
1940,172248.171875
1941,164323.71875
1942,176069.25
1943,215063.09375
1944,364900.09375
1945,386364.34375
1946,129045.6796875
1947,324565.5
1948,167864.328125
1949,230379.8125
1950,182763.0
1951,220738.546875
1952,193117.515625
1953,155137.828125
1954,183776.609375
1955,134279.796875
1956,295342.09375
1957,153662.28125
1958,280157.28125
1959,136871.28125
1960,116706.15625
1961,134414.234375
1962,100180.7890625
1963,109460.078125
1964,113006.96875
1965,144004.40625
1966,136814.671875
1967,290007.375
1968,448252.03125
1969,383668.75
1970,436381.03125
1971,470278.6875
1972,356475.15625
1973,255902.09375
1974,320185.71875
1975,571511.875
1976,263443.96875
1977,378414.53125
1978,351579.8125
1979,311431.21875
1980,187606.34375
1981,343152.46875
1982,219429.28125
1983,196017.28125
1984,164830.03125
1985,229495.0625
1986,207900.8125
1987,181125.953125
1988,170476.6875
1989,185922.453125
1990,204585.890625
1991,227343.3125
1992,208437.546875
1993,166964.234375
1994,224874.8125
1995,178221.828125
1996,234958.984375
1997,280066.21875
1998,318671.0625
1999,258526.15625
2000,297922.03125
2001,261909.359375
2002,234321.15625
2003,257369.96875
2004,281542.65625
2005,210847.546875
2006,213728.75
2007,240486.875
2008,209034.8125
2009,201060.71875
2010,185154.09375
2011,134987.84375
2012,172241.609375
2013,181896.875
2014,180672.6875
2015,206922.4375
2016,195692.765625
2017,183177.453125
2018,124145.875
2019,134265.28125
2020,97894.9296875
2021,104832.828125
2022,186273.6875
2023,148088.984375
2024,252897.6875
2025,348771.40625
2026,177334.921875
2027,164989.484375
2028,149672.125
2029,172384.5
2030,273740.5
2031,223325.28125
2032,235677.65625
2033,252529.265625
2034,170894.578125
2035,220077.59375
2036,196648.21875
2037,214729.765625
2038,344726.90625
2039,223494.84375
2040,312339.15625
2041,292246.78125
2042,203387.9375
2043,172847.15625
2044,159063.125
2045,193433.5625
2046,147619.34375
2047,149744.984375
2048,136767.171875
2049,135894.09375
2050,166732.265625
2051,103867.75
2052,121642.640625
2053,144868.296875
2054,96562.71875
2055,153241.25
2056,141838.5625
2057,117791.828125
2058,198186.59375
2059,133608.34375
2060,163952.78125
2061,164698.609375
2062,131271.109375
2063,119610.25
2064,137123.375
2065,102131.9296875
2066,161572.0625
2067,110961.78125
2068,149712.75
2069,83993.21875
2070,114226.3515625
2071,98418.40625
2072,135143.28125
2073,137152.015625
2074,176245.921875
2075,141514.28125
2076,116403.9609375
2077,155017.8125
2078,123963.59375
2079,134506.8125
2080,117422.578125
2081,131771.09375
2082,131474.125
2083,141935.21875
2084,114932.28125
2085,121163.4296875
2086,120214.1640625
2087,117884.109375
2088,90633.8828125
2089,90672.03125
2090,125273.9453125
2091,109626.625
2092,113048.6796875
2093,122337.40625
2094,112968.828125
2095,142405.78125
2096,79663.390625
2097,94053.1875
2098,141692.421875
2099,57910.06640625
2100,82384.0546875
2101,110539.203125
2102,120710.8984375
2103,106896.1640625
2104,134327.953125
2105,132790.375
2106,53149.140625
2107,183031.28125
2108,109403.34375
2109,110420.765625
2110,123881.234375
2111,130039.703125
2112,135877.0
2113,120916.625
2114,116197.5390625
2115,162088.21875
2116,116144.8671875
2117,134057.78125
2118,128829.46875
2119,122790.3046875
2120,103506.328125
2121,88882.0625
2122,119806.4453125
2123,83964.5703125
2124,147297.03125
2125,119720.265625
2126,148456.109375
2127,144284.8125
2128,121373.40625
2129,73836.90625
2130,131824.625
2131,132876.953125
2132,109611.203125
2133,121625.015625
2134,116059.203125
2135,92377.109375
2136,81247.28125
2137,103126.203125
2138,134080.03125
2139,147026.78125
2140,139757.84375
2141,154949.453125
2142,129642.3125
2143,163877.09375
2144,121837.3125
2145,136223.953125
2146,183648.71875
2147,125271.765625
2148,126259.234375
2149,147639.03125
2150,219852.484375
2151,118152.1953125
2152,164488.234375
2153,175633.578125
2154,106190.6171875
2155,137085.046875
2156,255755.3125
2157,215225.0625
2158,223023.375
2159,204476.90625
2160,168815.75
2161,230541.96875
2162,425831.78125
2163,309313.03125
2164,231608.0625
2165,199771.1875
2166,156355.796875
2167,220187.40625
2168,202018.8125
2169,196483.6875
2170,226409.828125
2171,154765.25
2172,128511.09375
2173,169550.59375
2174,221000.28125
2175,289480.90625
2176,298733.9375
2177,235603.5625
2178,204324.78125
2179,140618.15625
2180,218254.078125
2181,188454.15625
2182,221473.5625
2183,187953.375
2184,115972.75
2185,123443.4921875
2186,144496.953125
2187,149819.90625
2188,153974.5
2189,323842.71875
2190,85806.0625
2191,80460.34375
2192,84155.4453125
2193,111766.46875
2194,109583.96875
2195,113186.578125
2196,103024.6953125
2197,127083.4609375
2198,165076.3125
2199,185599.4375
2200,142784.75
2201,136511.5
2202,221622.984375
2203,127677.6953125
2204,182718.984375
2205,119253.84375
2206,145774.375
2207,218679.390625
2208,264689.3125
2209,247174.984375
2210,119981.703125
2211,116641.359375
2212,131461.25
2213,109601.09375
2214,127812.0390625
2215,107280.75
2216,150833.625
2217,41597.8046875
2218,84183.9140625
2219,89773.015625
2220,68335.953125
2221,359128.3125
2222,291875.96875
2223,277740.53125
2224,202017.265625
2225,124214.3359375
2226,189970.59375
2227,183262.53125
2228,261833.09375
2229,254667.859375
2230,160368.28125
2231,211607.1875
2232,169008.15625
2233,161986.6875
2234,225554.8125
2235,217902.015625
2236,256222.125
2237,327616.875
2238,198817.1875
2239,103644.1953125
2240,154881.8125
2241,155364.375
2242,112810.984375
2243,125261.25
2244,103968.6640625
2245,97399.828125
2246,136457.8125
2247,119617.265625
2248,123343.78125
2249,120893.484375
2250,136076.9375
2251,109942.8359375
2252,178180.046875
2253,156138.9375
2254,173874.03125
2255,180810.96875
2256,170048.921875
2257,211822.640625
2258,161634.765625
2259,172678.34375
2260,141018.09375
2261,180859.90625
2262,224538.0
2263,383621.09375
2264,499928.8125
2265,153845.125
2266,333254.0
2267,413031.28125
2268,420708.15625
2269,143626.46875
2270,191452.125
2271,205644.53125
2272,183903.5625
2273,157724.640625
2274,189165.21875
2275,167789.5625
2276,183669.46875
2277,179405.53125
2278,144578.984375
2279,136149.15625
2280,110399.59375
2281,160611.484375
2282,174773.625
2283,115951.9375
2284,115452.1328125
2285,137972.8125
2286,128725.8125
2287,352757.15625
2288,253051.5625
2289,393110.15625
2290,457415.4375
2291,330321.875
2292,428464.09375
2293,509653.96875
2294,410822.96875
2295,457098.09375
2296,314633.46875
2297,341027.21875
2298,337015.625
2299,336764.75
2300,333242.46875
2301,291728.78125
2302,249526.359375
2303,232184.03125
2304,242191.78125
2305,182224.234375
2306,182357.4375
2307,190708.84375
2308,219000.625
2309,276868.5625
2310,207629.828125
2311,197422.65625
2312,171259.15625
2313,168550.65625
2314,169340.328125
2315,168249.0
2316,186555.59375
2317,196643.125
2318,177162.90625
2319,176294.78125
2320,179563.0625
2321,252404.703125
2322,178175.109375
2323,188824.703125
2324,164323.59375
2325,194819.53125
2326,169924.421875
2327,199860.1875
2328,213548.0625
2329,192195.78125
2330,182735.5625
2331,342591.375
2332,405135.71875
2333,318413.125
2334,247821.59375
2335,253929.5
2336,314638.46875
2337,194993.09375
2338,261999.59375
2339,201383.46875
2340,399105.84375
2341,201872.28125
2342,231261.0625
2343,220823.53125
2344,207543.625
2345,228087.53125
2346,210241.03125
2347,198139.03125
2348,236410.96875
2349,179029.03125
2350,290674.65625
2351,251141.625
2352,247689.09375
2353,242862.96875
2354,131137.609375
2355,140956.65625
2356,154084.484375
2357,189909.09375
2358,187644.09375
2359,131573.96875
2360,120368.9375
2361,147271.125
2362,273388.1875
2363,140379.0
2364,150773.53125
2365,215011.0625
2366,184713.25
2367,217007.109375
2368,219092.96875
2369,203418.9375
2370,170192.375
2371,169021.296875
2372,183846.71875
2373,275580.53125
2374,309326.96875
2375,253558.765625
2376,295832.6875
2377,375573.21875
2378,146290.71875
2379,205780.28125
2380,151060.203125
2381,164545.671875
2382,201056.3125
2383,198783.234375
2384,253241.296875
2385,157072.046875
2386,130368.65625
2387,134311.75
2388,94242.625
2389,112278.7109375
2390,139476.0
2391,141479.140625
2392,114752.953125
2393,155890.21875
2394,141287.25
2395,196577.59375
2396,140812.0625
2397,206568.34375
2398,129596.5
2399,63837.125
2400,85798.15625
2401,126381.265625
2402,129500.7890625
2403,135837.59375
2404,152247.375
2405,158540.4375
2406,136413.40625
2407,122487.09375
2408,147019.71875
2409,120690.0546875
2410,170247.15625
2411,116130.703125
2412,152521.125
2413,132498.15625
2414,159160.078125
2415,122765.6953125
2416,122176.46875
2417,132541.578125
2418,138798.78125
2419,132338.9375
2420,121679.453125
2421,140422.90625
2422,111704.96875
2423,118248.375
2424,140282.0
2425,216167.1875
2426,124516.921875
2427,132270.265625
2428,174827.875
2429,117109.7578125
2430,134935.25
2431,116643.125
2432,138729.671875
2433,151003.671875
2434,129941.9609375
2435,142469.0625
2436,114485.046875
2437,111782.8125
2438,130021.6875
2439,90167.2421875
2440,118566.984375
2441,79352.953125
2442,103785.3125
2443,131366.3125
2444,128250.25
2445,88460.4140625
2446,132248.65625
2447,178281.09375
2448,124704.21875
2449,108314.421875
2450,143866.390625
2451,102297.09375
2452,203051.65625
2453,93237.03125
2454,120893.453125
2455,126327.53125
2456,128921.9609375
2457,138747.53125
2458,138865.75
2459,101461.828125
2460,133719.453125
2461,129223.96875
2462,134508.28125
2463,123040.3828125
2464,177022.3125
2465,143864.703125
2466,116131.890625
2467,116422.140625
2468,87563.046875
2469,79283.453125
2470,194091.78125
2471,223284.375
2472,161709.6875
2473,118651.734375
2474,66634.40625
2475,215996.15625
2476,119690.421875
2477,124465.6875
2478,152242.375
2479,111637.25
2480,157264.1875
2481,132349.390625
2482,115239.40625
2483,116650.796875
2484,126877.7421875
2485,127963.765625
2486,146255.65625
2487,193482.03125
2488,166688.546875
2489,154520.09375
2490,145741.375
2491,90145.3125
2492,188499.71875
2493,153005.203125
2494,139711.3125
2495,89604.59375
2496,238148.625
2497,146045.84375
2498,109351.359375
2499,81642.8203125
2500,128135.5625
2501,140584.84375
2502,142244.390625
2503,86270.2109375
2504,189942.96875
2505,221480.421875
2506,242105.828125
2507,286913.65625
2508,244791.9375
2509,210625.828125
2510,207281.34375
2511,178081.125
2512,206369.546875
2513,201714.609375
2514,262068.65625
2515,150634.625
2516,179900.734375
2517,149741.84375
2518,152700.1875
2519,229504.796875
2520,207057.0
2521,185600.28125
2522,217641.875
2523,115201.359375
2524,134965.234375
2525,145720.40625
2526,136109.53125
2527,128756.078125
2528,128364.921875
2529,135389.25
2530,131595.03125
2531,247377.0625
2532,220534.703125
2533,192416.9375
2534,213131.140625
2535,292354.25
2536,217076.234375
2537,238172.125
2538,174128.28125
2539,186850.40625
2540,168587.484375
2541,177489.90625
2542,165968.40625
2543,118098.84375
2544,120750.7421875
2545,125930.8125
2546,116392.6640625
2547,132122.375
2548,155182.5
2549,170259.21875
2550,1018882.0625
2551,139782.78125
2552,136403.296875
2553,75962.84375
2554,106975.34375
2555,126791.2578125
2556,101753.875
2557,107940.53125
2558,154094.96875
2559,138549.03125
2560,156762.296875
2561,154540.09375
2562,142706.25
2563,156995.1875
2564,198274.203125
2565,147489.8125
2566,158357.734375
2567,129846.6953125
2568,220353.34375
2569,209415.359375
2570,115020.3359375
2571,191469.0625
2572,146796.96875
2573,210450.84375
2574,274688.71875
2575,126734.796875
2576,119074.84375
2577,134755.1875
2578,88781.375
